text	source_full_code	numeric_pinyin	marked_pinyin
也摘了	ylxx7ffj\eee	ye3 zhai1 le5	yě zhāi le
也摸了	ylxx-rrr\eee	ye3 mo1 le5	yě mō le
也撤了	ylxx8rew\eee	ye3 che4 le5	yě chè le
也攒了	ylxx6ssz\eee	ye3 zan3 le5	yě zǎn le
也收了	ylxx9rru\eee	ye3 shou1 le5	yě shōu le
也改了	ylxxgssl\eee	ye3 gai3 le5	yě gǎi le
也放了	ylxx[fd/\eee	ye3 fang4 le5	yě fàng le
也救了	ylxx3jeo\eee	ye3 jiu4 le5	yě jiù le
也教了	ylxx3jdo\eee	ye3 jiao4 le5	yě jiào le
也散了	ylxx4fdz\eee	ye3 san4 le5	yě sàn le
也断了	ylxx]udz\eee	ye3 duan4 le5	yě duàn le
也旧了	ylxx3jeo\eee	ye3 jiu4 le5	yě jiù le
也是了	ylxx9JKL\eee	ye3 shi4 le5	yě shì le
也是咯	ylxx9JKL\eee	ye3 shi4 lo5	yě shì lo
也是哦	ylxx9JKL'wer	ye3 shi4 o2	yě shì ó
也晕了	ylxx`mva\eee	ye3 yun1 le5	yě yūn le
也晚了	ylxx=osz\eee	ye3 wan3 le5	yě wǎn le
也有了	ylxxylwo\eee	ye3 you3 le5	yě yǒu le
也服了	ylxx[oiu\eee	ye3 fu2 le5	yě fú le
也末哥	ylxx-rewgrrr	ye3 mo4 ge1	yě mò gē
也杀了	ylxx9fff\eee	ye3 sha1 le5	yě shā le
也来了	ylxx\sdj\eee	ye3 lai2 le5	yě lái le
也松了	ylxx4ur;\eee	ye3 song1 le5	yě sōng le
也查了	ylxx8sdf\eee	ye3 cha2 le5	yě chá le
也歇了	ylxx1jvv\eee	ye3 xie1 le5	yě xiē le
也正了	ylxx7re/\eee	ye3 zheng4 le5	yě zhèng le
也歪了	ylxx=ufj\eee	ye3 wai1 le5	yě wāi le
也死了	ylxx4LLL\eee	ye3 si3 le5	yě sǐ le
也毁了	ylxxhoxl\eee	ye3 hui3 le5	yě huǐ le
也没了	ylxx-xcj\eee	ye3 mei2 le5	yě méi le
也沾了	ylxx7ffa\eee	ye3 zhan1 le5	yě zhān le
也洗了	ylxx1lll\eee	ye3 xi3 le5	yě xǐ le
也活了	ylxxhoer\eee	ye3 huo2 le5	yě huó le
也派了	ylxxpfdl\eee	ye3 pai4 le5	yě pài le
也消了	ylxx1jfu\eee	ye3 xiao1 le5	yě xiāo le
也涨了	ylxx7ss/\eee	ye3 zhang3 le5	yě zhǎng le
也淡了	ylxx]fdz\eee	ye3 dan4 le5	yě dàn le
也混了	ylxxhucz\eee	ye3 hun4 le5	yě hùn le
也添了	ylxxtjfa\eee	ye3 tian1 le5	yě tiān le
也渴了	ylxxqwww\eee	ye3 ke3 le5	yě kě le
也湿了	ylxx9JJJ\eee	ye3 shi1 le5	yě shī le
也溜了	ylxx\jru\eee	ye3 liu1 le5	yě liū le
也满了	ylxx-ssz\eee	ye3 man3 le5	yě mǎn le
也演了	ylxxylsz\eee	ye3 yan3 le5	yě yǎn le
也火了	ylxxhoww\eee	ye3 huo3 le5	yě huǒ le
也灭了	ylxx-jcx\eee	ye3 mie4 le5	yě miè le
也炸了	ylxx7fds\eee	ye3 zha4 le5	yě zhà le
也点了	ylxx]lsz\eee	ye3 dian3 le5	yě diǎn le
也烂了	ylxx\fdz\eee	ye3 lan4 le5	yě làn le
也烦了	ylxx[sda\eee	ye3 fan2 le5	yě fán le
也烧了	ylxx9ffu\eee	ye3 shao1 le5	yě shāo le
也热了	ylxx0rew\eee	ye3 re4 le5	yě rè le
也熟了	ylxx9weu\eee	ye3 shou2 le5	yě shóu le
也特么	ylxxtrew-eee	ye3 te4 me5	yě tè me
也犯了	ylxx[fdz\eee	ye3 fan4 le5	yě fàn le
也玩了	ylxx=oda\eee	ye3 wan2 le5	yě wán le
也琢磨	ylxx6oer-eee	ye3 zuo2 mo5	yě zuó mo
也生了	ylxx9rr;\eee	ye3 sheng1 le5	yě shēng le
也用了	ylxx`me/\eee	ye3 yong4 le5	yě yòng le
也画了	ylxxhuds\eee	ye3 hua4 le5	yě huà le
也留了	ylxx\leu\eee	ye3 liu2 le5	yě liú le
也疯了	ylxx[rr;\eee	ye3 feng1 le5	yě fēng le
也病了	ylxxbje/\eee	ye3 bing4 le5	yě bìng le
也瘦了	ylxx9reo\eee	ye3 shou4 le5	yě shòu le
也白了	ylxxbsdj\eee	ye3 bai2 le5	yě bái le
也省了	ylxx9ww/\eee	ye3 sheng3 le5	yě shěng le
也看了	ylxxqfdz\eee	ye3 kan4 le5	yě kàn le
也睡了	ylxx9ucl\eee	ye3 shui4 le5	yě shuì le
也瞎了	ylxx1jff\eee	ye3 xia1 le5	yě xiā le
也破了	ylxxprew\eee	ye3 po4 le5	yě pò le
也砸了	ylxx6sdf\eee	ye3 za2 le5	yě zá le
也硬了	ylxxyje/\eee	ye3 ying4 le5	yě yìng le
也碎了	ylxx4ucl\eee	ye3 sui4 le5	yě suì le
也离了	ylxx\lkj\eee	ye3 li2 le5	yě lí le
也种了	ylxx7ue/\eee	ye3 zhong4 le5	yě zhòng le
也租了	ylxx6uuu\eee	ye3 zu1 le5	yě zū le
也空了	ylxxqur;\eee	ye3 kong1 le5	yě kōng le
也穿了	ylxx8ufa\eee	ye3 chuan1 le5	yě chuān le
也站了	ylxx7fdz\eee	ye3 zhan4 le5	yě zhàn le
也笑了	ylxx1jdo\eee	ye3 xiao4 le5	yě xiào le
也等了	ylxx]ww/\eee	ye3 deng3 le5	yě děng le
也答了	ylxx]sdf\eee	ye3 da2 le5	yě dá le
也签了	ylxx2jfa\eee	ye3 qian1 le5	yě qiān le
也算了	ylxx4udz\eee	ye3 suan4 le5	yě suàn le
也累了	ylxx\vcl\eee	ye3 lei4 le5	yě lèi le
也红了	ylxxhoe;\eee	ye3 hong2 le5	yě hóng le
也约了	ylxx`mvv\eee	ye3 yue1 le5	yě yuē le
也练了	ylxx\jdz\eee	ye3 lian4 le5	yě liàn le
也结了	ylxx3lcv\eee	ye3 jie2 le5	yě jié le
也给了	ylxxgxxl\eee	ye3 gei3 le5	yě gěi le
也绝了	ylxx3.cv\eee	ye3 jue2 le5	yě jué le
也绿了	ylxx\m,.\eee	ye3 lü4 le5	yě lǜ le
也缓了	ylxxhosz\eee	ye3 huan3 le5	yě huǎn le
也罢了	ylxxbfds\eee	ye3 ba4 le5	yě bà le
也翻了	ylxx[ffa\eee	ye3 fan1 le5	yě fān le
也老了	ylxx\sso\eee	ye3 lao3 le5	yě lǎo le
也考了	ylxxqsso\eee	ye3 kao3 le5	yě kǎo le
也聊了	ylxx\ldu\eee	ye3 liao2 le5	yě liáo le
也肿了	ylxx7ow/\eee	ye3 zhong3 le5	yě zhǒng le
也背了	ylxxbvcl\eee	ye3 bei4 le5	yě bèi le
也胖了	ylxxpfd/\eee	ye3 pang4 le5	yě pàng le
也脏了	ylxx6ff;\eee	ye3 zang1 le5	yě zāng le
也脱了	ylxxturr\eee	ye3 tuo1 le5	yě tuō le
也腻了	ylxxnjkl\eee	ye3 ni4 le5	yě nì le
也花了	ylxxhuff\eee	ye3 hua1 le5	yě huā le
也莫向	ylxx-rew1jd/	ye3 mo4 xiang4	yě mò xiàng
也莫说	ylxx-rew9urr	ye3 mo4 shuo1	yě mò shuō
也落了	ylxx\fds\eee	ye3 la4 le5	yě là le
也藏了	ylxx5sd;\eee	ye3 cang2 le5	yě cáng le
也行了	ylxx1le;\eee	ye3 xing2 le5	yě xíng le
也行咯	ylxx1le;\eee	ye3 xing2 lo5	yě xíng lo
也装了	ylxx7uf;\eee	ye3 zhuang1 le5	yě zhuāng le
也见了	ylxx3jdz\eee	ye3 jian4 le5	yě jiàn le
也解了	ylxx3lxx\eee	ye3 jie3 le5	yě jiě le
也订了	ylxx]je/\eee	ye3 ding4 le5	yě dìng le
也认了	ylxx0vcz\eee	ye3 ren4 le5	yě rèn le
也讲了	ylxx3ls/\eee	ye3 jiang3 le5	yě jiǎng le
也许了	ylxx1...\eee	ye3 xu3 le5	yě xǔ le
也试了	ylxx9JKL\eee	ye3 shi4 le5	yě shì le
也说了	ylxx9urr\eee	ye3 shuo1 le5	yě shuō le
也请了	ylxx2lw/\eee	ye3 qing3 le5	yě qǐng le
也读了	ylxx]oiu\eee	ye3 du2 le5	yě dú le
也谈了	ylxxtsda\eee	ye3 tan2 le5	yě tán le
也贴了	ylxxtjvv\eee	ye3 tie1 le5	yě tiē le
也贵了	ylxxgucl\eee	ye3 gui4 le5	yě guì le
也费了	ylxx[vcl\eee	ye3 fei4 le5	yě fèi le
也赔了	ylxxpxcj\eee	ye3 pei2 le5	yě péi le
也赚了	ylxx7udz\eee	ye3 zhuan4 le5	yě zhuàn le
也赢了	ylxxyle;\eee	ye3 ying2 le5	yě yíng le
也走了	ylxx6wwo\eee	ye3 zou3 le5	yě zǒu le
也起了	ylxx2lll\eee	ye3 qi3 le5	yě qǐ le
也跌了	ylxx]jvv\eee	ye3 die1 le5	yě diē le
也跑了	ylxxpsso\eee	ye3 pao3 le5	yě pǎo le
也跟了	ylxxgvva\eee	ye3 gen1 le5	yě gēn le
也跳了	ylxxtjdo\eee	ye3 tiao4 le5	yě tiào le
也躺了	ylxxtss/\eee	ye3 tang3 le5	yě tǎng le
也转了	ylxx7osz\eee	ye3 zhuan3 le5	yě zhuǎn le
也软了	ylxx0osz\eee	ye3 ruan3 le5	yě ruǎn le
也轻了	ylxx2jr;\eee	ye3 qing1 le5	yě qīng le
也输了	ylxx9uuu\eee	ye3 shu1 le5	yě shū le
也辞了	ylxx5LKJ\eee	ye3 ci2 le5	yě cí le
也过了	ylxxguew\eee	ye3 guo4 le5	yě guò le
也还了	ylxxhoda\eee	ye3 huan2 le5	yě huán le
也这么	ylxx7rew-eee	ye3 zhe4 me5	yě zhè me
也进了	ylxx3jcz\eee	ye3 jin4 le5	yě jìn le
也迟了	ylxx8LKJ\eee	ye3 chi2 le5	yě chí le
也追了	ylxx7uvj\eee	ye3 zhui1 le5	yě zhuī le
也退了	ylxxtucl\eee	ye3 tui4 le5	yě tuì le
也送了	ylxx4ue/\eee	ye3 song4 le5	yě sòng le
也选了	ylxx1.sz\eee	ye3 xuan3 le5	yě xuǎn le
也通了	ylxxtur;\eee	ye3 tong1 le5	yě tōng le
也逛了	ylxxgud/\eee	ye3 guang4 le5	yě guàng le
也造了	ylxx6fdo\eee	ye3 zao4 le5	yě zào le
也遭了	ylxx6ffu\eee	ye3 zao1 le5	yě zāo le
也配了	ylxxpvcl\eee	ye3 pei4 le5	yě pèi le
也酸了	ylxx4ufa\eee	ye3 suan1 le5	yě suān le
也醉了	ylxx6ucl\eee	ye3 zui4 le5	yě zuì le
也醒了	ylxx1lw/\eee	ye3 xing3 le5	yě xǐng le
也重了	ylxx7ue/\eee	ye3 zhong4 le5	yě zhòng le
也错了	ylxx5uew\eee	ye3 cuo4 le5	yě cuò le
也长了	ylxx7ss/\eee	ye3 zhang3 le5	yě zhǎng le
也闪了	ylxx9ssz\eee	ye3 shan3 le5	yě shǎn le
也问了	ylxx=ucz\eee	ye3 wen4 le5	yě wèn le
也闹了	ylxxnfdo\eee	ye3 nao4 le5	yě nào le
也阳了	ylxxyld;\eee	ye3 yang2 le5	yě yáng le
也降了	ylxx3jd/\eee	ye3 jiang4 le5	yě jiàng le
也陪了	ylxxpxcj\eee	ye3 pei2 le5	yě péi le
也难了	ylxxnsda\eee	ye3 nan2 le5	yě nán le
也露了	ylxx\reo\eee	ye3 lou4 le5	yě lòu le
也领了	ylxx\lw/\eee	ye3 ling3 le5	yě lǐng le
也飞了	ylxx[vvj\eee	ye3 fei1 le5	yě fēi le
也饱了	ylxxbsso\eee	ye3 bao3 le5	yě bǎo le
也饿	ylxx'rew	ye3 e4	yě è
也饿了	ylxx'rew\eee	ye3 e4 le5	yě è le
也骂了	ylxx-fds\eee	ye3 ma4 le5	yě mà le
也骗了	ylxxpjdz\eee	ye3 pian4 le5	yě piàn le
也高了	ylxxgffu\eee	ye3 gao1 le5	yě gāo le
也黄了	ylxxhod;\eee	ye3 huang2 le5	yě huáng le
也黑了	ylxxhvvj\eee	ye3 hei1 le5	yě hēi le
习得了	1lkj]wer\eee	xi2 de2 le5	xí dé le
习惯么	1lkjgudz-eee	xi2 guan4 me5	xí guàn me
习惯了	1lkjgudz\eee	xi2 guan4 le5	xí guàn le
习武了	1lkj=ooo\eee	xi2 wu3 le5	xí wǔ le
乡下了	1jf;1jds\eee	xiang1 xia4 le5	xiāng xià le
乡末	1jf;-rew	xiang1 mo4	xiāng mò
乡试了	1jf;9JKL\eee	xiang1 shi4 le5	xiāng shì le
乡陌	1jf;-rew	xiang1 mo4	xiāng mò
书上了	9uuu9fd/\eee	shu1 shang4 le5	shū shàng le
书丢了	9uuu]jru\eee	shu1 diu1 le5	shū diū le
书买了	9uuu-ssl\eee	shu1 mai3 le5	shū mǎi le
书了吧	9uuu\eeebddd	shu1 le5 ba5	shū le ba
书写了	9uuu1lxx\eee	shu1 xie3 le5	shū xiě le
书到了	9uuu]fdo\eee	shu1 dao4 le5	shū dào le
书包了	9uuubffu\eee	shu1 bao1 le5	shū bāo le
书去了	9uuu2m,.\eee	shu1 qu4 le5	shū qù le
书坏了	9uuuhudl\eee	shu1 huai4 le5	shū huài le
书多了	9uuu]urr\eee	shu1 duo1 le5	shū duō le
书小了	9uuu1lso\eee	shu1 xiao3 le5	shū xiǎo le
书少了	9uuu9sso\eee	shu1 shao3 le5	shū shǎo le
书成了	9uuu8we;\eee	shu1 cheng2 le5	shū chéng le
书房了	9uuu[sd;\eee	shu1 fang2 le5	shū fáng le
书有了	9uuuylwo\eee	shu1 you3 le5	shū yǒu le
书末	9uuu-rew	shu1 mo4	shū mò
书来了	9uuu\sdj\eee	shu1 lai2 le5	shū lái le
书皱了	9uuu7reo\eee	shu1 zhou4 le5	shū zhòu le
书看了	9uuuqfdz\eee	shu1 kan4 le5	shū kàn le
书破了	9uuuprew\eee	shu1 po4 le5	shū pò le
书等了	9uuu]ww/\eee	shu1 deng3 le5	shū děng le
书给了	9uuugxxl\eee	shu1 gei3 le5	shū gěi le
书罢了	9uuubfds\eee	shu1 ba4 le5	shū bà le
书翻了	9uuu[ffa\eee	shu1 fan1 le5	shū fān le
书荒了	9uuuhuf;\eee	shu1 huang1 le5	shū huāng le
书被催成墨未浓	9uuubvcl5uvj8we;-rew=uclnoe;	shu1 bei4 cui1 cheng2 mo4 wei4 nong2	shū bèi cuī chéng mò wèi nóng
书读了	9uuu]oiu\eee	shu1 du2 le5	shū dú le
书院了	9uuu`mdz\eee	shu1 yuan4 le5	shū yuàn le
买上了	-ssl9fd/\eee	mai3 shang4 le5	mǎi shàng le
买下了	-ssl1jds\eee	mai3 xia4 le5	mǎi xià le
买主了	-ssl7ooo\eee	mai3 zhu3 le5	mǎi zhǔ le
买书了	-ssl9uuu\eee	mai3 shu1 le5	mǎi shū le
买了	-ssl\eee	mai3 le5	mǎi le
买了个	-ssl\eeegrew	mai3 le5 ge4	mǎi le gè
买了书	-ssl\eee9uuu	mai3 le5 shu1	mǎi le shū
买了些	-ssl\eee1jvv	mai3 le5 xie1	mǎi le xiē
买了佛冷	-ssl\eee[wer\ww/	mai3 le5 fo2 leng3	mǎi le fó lěng
买了单	-ssl\eee]ffa	mai3 le5 dan1	mǎi le dān
买了台	-ssl\eeetsdj	mai3 le5 tai2	mǎi le tái
买了后	-ssl\eeehreo	mai3 le5 hou4	mǎi le hòu
买了吗	-ssl\eee-ddd	mai3 le5 ma5	mǎi le ma
买了吧	-ssl\eeebddd	mai3 le5 ba5	mǎi le ba
买了哈	-ssl\eeehfff	mai3 le5 ha1	mǎi le hā
买了啊	-ssl\eee'ddd	mai3 le5 a5	mǎi le a
买了啥	-ssl\eee9sdf	mai3 le5 sha2	mǎi le shá
买了它	-ssl\eeetfff	mai3 le5 ta1	mǎi le tā
买了布	-ssl\eeebuio	mai3 le5 bu4	mǎi le bù
买了房	-ssl\eee[sd;	mai3 le5 fang2	mǎi le fáng
买了杯	-ssl\eeebvvj	mai3 le5 bei1	mǎi le bēi
买了根	-ssl\eeegvva	mai3 le5 gen1	mǎi le gēn
买了桶	-ssl\eeetow/	mai3 le5 tong3	mǎi le tǒng
买了水	-ssl\eee9oxl	mai3 le5 shui3	mǎi le shuǐ
买了没	-ssl\eee-xcj	mai3 le5 mei2	mǎi le méi
买了点	-ssl\eee]lsz	mai3 le5 dian3	mǎi le diǎn
买了瓶	-ssl\eeeple;	mai3 le5 ping2	mǎi le píng
买了碗	-ssl\eee=osz	mai3 le5 wan3	mǎi le wǎn
买了票	-ssl\eeepjdo	mai3 le5 piao4	mǎi le piào
买了箱	-ssl\eee1jf;	mai3 le5 xiang1	mǎi le xiāng
买了罐	-ssl\eeegudz	mai3 le5 guan4	mǎi le guàn
买了菜	-ssl\eee5fdl	mai3 le5 cai4	mǎi le cài
买了袋	-ssl\eee]fdl	mai3 le5 dai4	mǎi le dài
买了车	-ssl\eee8rrr	mai3 le5 che1	mǎi le chē
买了辆	-ssl\eee\jd/	mai3 le5 liang4	mǎi le liàng
买亏了	-sslquvj\eee	mai3 kui1 le5	mǎi kuī le
买什么	-ssl9xca-eee	mai3 shen2 me5	mǎi shén me
买值了	-ssl7LKJ\eee	mai3 zhi2 le5	mǎi zhí le
买光了	-sslguf;\eee	mai3 guang1 le5	mǎi guāng le
买入了	-ssl0uio\eee	mai3 ru4 le5	mǎi rù le
买全了	-ssl2.da\eee	mai3 quan2 le5	mǎi quán le
买到了	-ssl]fdo\eee	mai3 dao4 le5	mǎi dào le
买单了	-ssl]ffa\eee	mai3 dan1 le5	mǎi dān le
买卖了	-ssl-fdl\eee	mai3 mai4 le5	mǎi mài le
买去了	-ssl2m,.\eee	mai3 qu4 le5	mǎi qù le
买吃了	-ssl8JJJ\eee	mai3 chi1 le5	mǎi chī le
买回了	-sslhocj\eee	mai3 hui2 le5	mǎi huí le
买多了	-ssl]urr\eee	mai3 duo1 le5	mǎi duō le
买大了	-ssl]fds\eee	mai3 da4 le5	mǎi dà le
买好了	-sslhsso\eee	mai3 hao3 le5	mǎi hǎo le
买它了	-ssltfff\eee	mai3 ta1 le5	mǎi tā le
买完了	-ssl=oda\eee	mai3 wan2 le5	mǎi wán le
买对了	-ssl]ucl\eee	mai3 dui4 le5	mǎi duì le
买小了	-ssl1lso\eee	mai3 xiao3 le5	mǎi xiǎo le
买少了	-ssl9sso\eee	mai3 shao3 le5	mǎi shǎo le
买成了	-ssl8we;\eee	mai3 cheng2 le5	mǎi chéng le
买房了	-ssl[sd;\eee	mai3 fang2 le5	mǎi fáng le
买断了	-ssl]udz\eee	mai3 duan4 le5	mǎi duàn le
买早了	-ssl6sso\eee	mai3 zao3 le5	mǎi zǎo le
买晚了	-ssl=osz\eee	mai3 wan3 le5	mǎi wǎn le
买来了	-ssl\sdj\eee	mai3 lai2 le5	mǎi lái le
买水了	-ssl9oxl\eee	mai3 shui3 le5	mǎi shuǐ le
买疯了	-ssl[rr;\eee	mai3 feng1 le5	mǎi fēng le
买的了	-ssl]eee\eee	mai3 de5 le5	mǎi de le
买票了	-sslpjdo\eee	mai3 piao4 le5	mǎi piào le
买空了	-sslqur;\eee	mai3 kong1 le5	mǎi kōng le
买算了	-ssl4udz\eee	mai3 suan4 le5	mǎi suàn le
买肉了	-ssl0reo\eee	mai3 rou4 le5	mǎi ròu le
买药了	-sslyjdo\eee	mai3 yao4 le5	mǎi yào le
买菜了	-ssl5fdl\eee	mai3 cai4 le5	mǎi cài le
买贵了	-sslgucl\eee	mai3 gui4 le5	mǎi guì le
买走了	-ssl6wwo\eee	mai3 zou3 le5	mǎi zǒu le
买起了	-ssl2lll\eee	mai3 qi3 le5	mǎi qǐ le
买车了	-ssl8rrr\eee	mai3 che1 le5	mǎi chē le
买过了	-sslguew\eee	mai3 guo4 le5	mǎi guò le
买进了	-ssl3jcz\eee	mai3 jin4 le5	mǎi jìn le
买通了	-ssltur;\eee	mai3 tong1 le5	mǎi tōng le
买那么	-sslnfds-eee	mai3 na4 me5	mǎi nà me
买重了	-ssl7ue/\eee	mai3 zhong4 le5	mǎi zhòng le
买错了	-ssl5uew\eee	mai3 cuo4 le5	mǎi cuò le
买鞋了	-ssl1lcv\eee	mai3 xie2 le5	mǎi xié le
买齐了	-ssl2lkj\eee	mai3 qi2 le5	mǎi qí le
乱了	\udz\eee	luan4 le5	luàn le
乱了吧	\udz\eeebddd	luan4 le5 ba5	luàn le ba
乱了套	\udz\eeetfdo	luan4 le5 tao4	luàn le tào
乱了心	\udz\eee1jva	luan4 le5 xin1	luàn le xīn
乱了营	\udz\eeeyle;	luan4 le5 ying2	luàn le yíng
乱做了	\udz6uew\eee	luan4 zuo4 le5	luàn zuò le
乱入了	\udz0uio\eee	luan4 ru4 le5	luàn rù le
乱动了	\udz]ue/\eee	luan4 dong4 le5	luàn dòng le
乱叫了	\udz3jdo\eee	luan4 jiao4 le5	luàn jiào le
乱吃了	\udz8JJJ\eee	luan4 chi1 le5	luàn chī le
乱套了	\udztfdo\eee	luan4 tao4 le5	luàn tào le
乱子了	\udz6KKK\eee	luan4 zi5 le5	luàn zi le
乱想了	\udz1ls/\eee	luan4 xiang3 le5	luàn xiǎng le
乱搞了	\udzgsso\eee	luan4 gao3 le5	luàn gǎo le
乱摸	\udz-rrr	luan4 mo1	luàn mō
乱来了	\udz\sdj\eee	luan4 lai2 le5	luàn lái le
乱极了	\udz3lkj\eee	luan4 ji2 le5	luàn jí le
乱死了	\udz4LLL\eee	luan4 si3 le5	luàn sǐ le
乱点了	\udz]lsz\eee	luan4 dian3 le5	luàn diǎn le
乱窜了	\udz5udz\eee	luan4 cuan4 le5	luàn cuàn le
乱说了	\udz9urr\eee	luan4 shuo1 le5	luàn shuō le
乱跑了	\udzpsso\eee	luan4 pao3 le5	luàn pǎo le
乱跳了	\udztjdo\eee	luan4 tiao4 le5	luàn tiào le
乳萼	0ooo'rew	ru3 e4	rǔ è
乳蛾	0ooo'wer	ru3 e2	rǔ é
乳蛾病	0ooo'werbje/	ru3 e2 bing4	rǔ é bìng
了	\eee	le5	le
了一个	\eeeylkjgrew	le5 yi2 ge4	le yí gè
了一些	\eeeyjkl1jvv	le5 yi4 xie1	le yì xiē
了一会	\eeeylkjhucl	le5 yi2 hui4	le yí huì
了一位	\eeeylkj=ucl	le5 yi2 wei4	le yí wèi
了一声	\eeeyjkl9rr;	le5 yi4 sheng1	le yì shēng
了一时	\eeeyjkl9LKJ	le5 yi4 shi2	le yì shí
了一阵	\eeeylkj7vcz	le5 yi2 zhen4	le yí zhèn
了下	\eee1jds	le5 xia4	le xià
了个	\eeegrew	le5 ge4	le gè
了个了	\eeegrew\eee	le5 ge4 le5	le gè le
了久了	\eee3lwo\eee	le5 jiu3 le5	le jiǔ le
了么	\eee-eee	le5 me5	le me
了义	\eeeyjkl	le5 yi4	le yì
了乌船	\eee=uuu8oda	le5 wu1 chuan2	le wū chuán
了也	\eeeylxx	le5 ye3	le yě
了买了	\eee-ssl\eee	le5 mai3 le5	le mǎi le
了乱了	\eee\udz\eee	le5 luan4 le5	le luàn le
了事了	\lso9JKL\eee	liao3 shi4 le5	liǎo shì le
了亏了	\eeequvj\eee	le5 kui1 le5	le kuī le
了些	\eee1jvv	le5 xie1	le xiē
了交了	\eee3jfu\eee	le5 jiao1 le5	le jiāo le
了亮	\eee\jd/	le5 liang4	le liàng
了什么	\eee9xca-eee	le5 shen2 me5	le shén me
了他	\eeetfff	le5 ta1	le tā
了他了	\eeetfff\eee	le5 ta1 le5	le tā le
了付了	\eee[uio\eee	le5 fu4 le5	le fù le
了休	\eee1jru	le5 xiu1	le xiū
了似	\eee4JKL	le5 si4	le sì
了你了	\eeenlll\eee	le5 ni3 le5	le nǐ le
了你啊	\eeenlll'ddd	le5 ni3 a5	le nǐ a
了你的	\eeenlll]eee	le5 ni3 de5	le nǐ de
了佻	\eeetjfu	le5 tiao1	le tiāo
了倒了	\eee]sso\eee	le5 dao3 le5	le dǎo le
了借了	\eee3jcx\eee	le5 jie4 le5	le jiè le
了倦了	\eee3mdz\eee	le5 juan4 le5	le juàn le
了傻了	\eee9sss\eee	le5 sha3 le5	le shǎ le
了儿	\eee'OIU	le5 er2	le ér
了冲了	\eee8ur;\eee	le5 chong1 le5	le chōng le
了凉了	\eee\ld;\eee	le5 liang2 le5	le liáng le
了几	\eee3lll	le5 ji3	le jǐ
了几分	\eee3lll[vva	le5 ji3 fen1	le jǐ fēn
了出了	\eee8uuu\eee	le5 chu1 le5	le chū le
了利	\eee\jkl	le5 li4	le lì
了别	\eeeblcv	le5 bie2	le bié
了到了	\eee]fdo\eee	le5 dao4 le5	le dào le
了刷了	\eee9uff\eee	le5 shua1 le5	le shuā le
了剪了	\eee3lsz\eee	le5 jian3 le5	le jiǎn le
了力量	\eee\jkl\jd/	le5 li4 liang4	le lì liàng
了办	\eeebfdz	le5 ban4	le bàn
了办了	\eeebfdz\eee	le5 ban4 le5	le bàn le
了劣	\eee\jcx	le5 lie4	le liè
了卖了	\eee-fdl\eee	le5 mai4 le5	le mài le
了卡了	\eeeqsss\eee	le5 ka3 le5	le kǎ le
了却了	\lso2mcx\eee	liao3 que4 le5	liǎo què le
了去了	\eee2m,.\eee	le5 qu4 le5	le qù le
了受了	\eee9reo\eee	le5 shou4 le5	le shòu le
了叫了	\eee3jdo\eee	le5 jiao4 le5	le jiào le
了吃了	\eee8JJJ\eee	le5 chi1 le5	le chī le
了吊	\eee]jdo	le5 diao4	le diào
了名了	\eee-le;\eee	le5 ming2 le5	le míng le
了吗	\eee-ddd	le5 ma5	le ma
了吗啊	\eee-ddd'ddd	le5 ma5 a5	le ma a
了吧	\eeebddd	le5 ba5	le ba
了吧唧	\eeebfff3jjj	le5 ba1 ji1	le bā jī
了吵了	\eee8sso\eee	le5 chao3 le5	le chǎo le
了呀	\eeeykdd	le5 ya5	le ya
了呗	\eeebcck	le5 bei5	le bei
了呢	\eeeneee	le5 ne5	le ne
了味	\eee=ucl	le5 wei4	le wèi
了命了	\eee-je/\eee	le5 ming4 le5	le mìng le
了咯咯	\eee\eee\eee	le5 lo5 lo5	le lo lo
了哥	\eeegrrr	le5 ge1	le gē
了哥王	\eeegrrr=od;	le5 ge1 wang2	le gē wáng
了哦	\eee'wer	le5 o2	le ó
了哨	\eee9fdo	le5 shao4	le shào
了哭了	\eeequuu\eee	le5 ku1 le5	le kū le
了啥	\eee9sdf	le5 sha2	le shá
了啥了	\eee9sdf\eee	le5 sha2 le5	le shá le
了喊了	\eeehssz\eee	le5 han3 le5	le hǎn le
了嘛	\eee-ddd	le5 ma5	le ma
了回了	\eeehocj\eee	le5 hui2 le5	le huí le
了困了	\eeequcz\eee	le5 kun4 le5	le kùn le
了场	\eee8ss/	le5 chang3	le chǎng
了境	\eee3je/	le5 jing4	le jìng
了处	\eee8ooo	le5 chu3	le chǔ
了天了	\eeetjfa\eee	le5 tian1 le5	le tiān le
了天啊	\eeetjfa'ddd	le5 tian1 a5	le tiān a
了太贵	\eeetfdlgucl	le5 tai4 gui4	le tài guì
了她	\eeetfff	le5 ta1	le tā
了好啊	\eeehsso'ddd	le5 hao3 a5	le hǎo a
了婚了	\eeehuva\eee	le5 hun1 le5	le hūn le
了完	\eee=oda	le5 wan2	le wán
了察	\eee8sdf	le5 cha2	le chá
了尝了	\eee8sd;\eee	le5 chang2 le5	le cháng le
了尦	\eee\jdo	le5 liao4	le liào
了就	\eee3jeo	le5 jiu4	le jiù
了就了	\eee3jeo\eee	le5 jiu4 le5	le jiù le
了就好	\eee3jeohsso	le5 jiu4 hao3	le jiù hǎo
了尽	\eee3jcz	le5 jin4	le jìn
